Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cªte d'Ivoire;Croatia;Cuba;Curaçao;Cyprus;Czechia;Dem. People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Fed. States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R_union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;TFYR Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
2015;2015040;Democratic Republic of the Congo;824,492;12,128;22,977;..;..;..;..;..;185,205;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;39,062;..;..;..;..;..;..;257,929;..;..;..;..;..;..;..;..;6,545;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;280,052;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8,749;..;..;..;5,621;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,224;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015041;Equatorial Guinea;209,611;634;200,231;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;798;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,561;..;..;256;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;359;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,493;..;..;..;..;..;..;..;..;..;..;..;..;..;1,279;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015042;Gabon;268,384;1,345;5,697;..;..;71;..;..;717;..;..;..;..;..;..;..;..;..;..;..;..;..;324;..;33,794;..;..;..;..;..;..;..;..;..;4,526;109;..;..;32,792;189;..;..;..;2,929;..;..;224;..;..;..;..;10,564;..;..;2,197;..;..;..;..;..;104;5,766;..;..;..;..;..;..;..;56,283;..;..;..;..;..;..;..;10,403;..;..;..;..;..;57;4,119;..;..;..;..;..;..;..;3,222;..;..;..;..;..;..;..;..;..;..;..;..;..;11;..;..;21;..;..;..;..;..;..;..;..;1,619;..;..;..;..;..;..;..;..;..;..;35,709;..;..;..;..;..;..;..;..;..;..;..;..;463;..;..;..;..;..;..;..;..;..;..;15,479;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;126;..;..;..;..;136;..;..;..;..;..;..;..;4,213;..;19,746;..;..;..;..;..;..;..;..;..;9;..;..;..;..;..;..;..;..;..;19;..;..;..;..;14,900;..;..;..;145;..;..;..;..;..;..;..;..;..;356;..;..;..;..;..;..;..;..;..;..;..
2015;2015043;Sao Tome and Principe;2,394;16;40;..;..;..;..;..;358;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,363;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;146;..;..;..;..;..;..;..;..;..;..;237;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;116;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015044;Northern Africa;2,354,732;13,617;63,962;555;435;28,378;..;..;32;..;19;279;434;..;1,272;1,426;37;17;1,416;1,533;..;1,072;2,687;..;42;..;..;..;399;..;401;..;77;77;74;42;..;..;859;3,557;..;..;13,554;75,745;..;31;5,041;..;..;65;5,308;2,344;..;..;1,500;115;..;..;96;225;115;1,380;1,107;1,839;..;..;14;37,404;945;..;164,099;30;64,022;..;..;..;1,108;52,491;..;..;..;33;..;19,258;876;11;4,040;..;..;..;..;11;2,087;1,420;..;..;..;..;487;..;7,506;17,657;579;89,942;107;..;790;16,141;..;2,291;28,415;1,039;3,064;..;15,278;70;..;..;17,114;..;53;19,682;..;..;..;46;32;11,903;32;2,629;..;..;..;3,177;..;..;74;..;367;17;..;..;11,885;19;14;298;..;..;2,875;..;103;..;487;19,126;..;..;470;2,298;3,148;..;..;..;..;..;5,632;1,101;51;..;1,860;1,048;70;..;866;16,361;50;..;..;..;..;..;..;..;..;48,356;5,534;..;23;307;829;..;70;..;..;138,454;896;257,735;5,240;616;467,494;55,544;..;..;1,142;2,453;240,796;823;134;4,049;..;..;..;..;..;6,505;3,533;290;..;..;1,347;1,065;3,572;12,699;427;20,076;..;..;502;..;38;..;..;158,854;29,994;30;38
2015;2015045;Algeria;239,473;1,991;6,011;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;530;..;..;..;..;..;743;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,382;..;7,256;..;..;..;707;..;..;2,161;..;..;..;1,144;..;..;..;1,171;..;..;2,225;..;..;..;..;..;838;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;767;..;..;..;..;..;..;..;..;..;3,757;..;..;..;..;..;..;..;..;..;11,076;..;..;..;..;30,319;1,527;..;..;..;..;2,941;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;764;..;1,046;..;..;..;..;..;..;..;158,854;2,263;..;..
2015;2015046;Egypt;565,931;3,630;17,176;235;134;987;..;..;32;..;19;279;179;..;524;674;37;17;448;283;..;311;626;..;42;..;..;..;70;..;146;..;77;77;74;42;..;..;141;707;..;..;65;371;..;31;856;..;..;65;1,013;83;..;..;256;115;..;..;96;225;115;146;337;414;..;..;14;..;237;..;2,368;30;1,457;..;..;..;278;3,184;..;..;..;33;..;8,609;262;11;1,423;..;..;..;..;11;160;103;..;..;..;..;149;..;1,387;3,211;168;11,877;107;..;790;4,661;..;1,286;5,846;237;154;..;3,334;70;..;..;3,542;..;53;5,591;..;..;..;46;32;3,144;32;241;..;..;..;174;..;..;74;..;91;17;..;..;1,183;19;14;298;..;..;1,105;..;103;..;130;904;..;..;135;605;689;..;..;..;..;..;1,222;423;51;..;446;333;70;..;270;8,348;50;..;..;..;..;..;..;..;..;9,125;473;..;23;70;160;..;70;..;..;22,709;249;..;463;249;150,486;39,589;..;..;394;1,521;206,837;145;134;1,199;..;..;..;..;..;872;998;53;..;..;97;191;797;3,504;163;6,730;..;..;126;..;38;..;..;..;6,351;30;38
2015;2015047;Libya;771,146;..;..;320;301;3,589;..;..;..;..;..;..;255;..;748;752;..;..;968;1,250;..;761;675;..;..;..;..;..;329;..;255;..;..;..;..;..;..;..;..;2,850;..;..;..;860;..;..;3,074;..;..;..;4,295;402;..;..;596;..;..;..;..;..;..;434;770;1,425;..;..;..;21,004;708;..;1,983;..;1,831;..;..;..;830;5,027;..;..;..;..;..;7,029;614;..;2,617;..;..;..;..;..;..;310;..;..;..;..;338;..;4,842;13,064;411;68,477;..;..;..;6,690;..;1,005;20,408;802;335;..;10,800;..;..;..;11,067;..;..;..;..;..;..;..;..;7,921;..;338;..;..;..;357;..;..;..;..;276;..;..;..;4,899;..;..;..;..;..;1,770;..;..;..;357;2,850;..;..;335;1,693;2,459;..;..;..;..;..;4,410;678;..;..;1,414;715;..;..;596;7,246;..;..;..;..;..;..;..;..;..;35,474;1,120;..;..;237;669;..;..;..;..;104,539;647;1,776;726;367;286,136;14,428;..;..;748;932;27,762;678;..;2,850;..;..;..;..;..;3,084;2,535;237;..;..;..;874;2,775;7,232;264;9,885;..;..;376;..;..;..;..;..;21,380;..;..
2015;2015048;Morocco;92,424;4,539;11,229;..;..;13,281;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,386;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,859;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,837;..;..;..;..;..;..;..;..;..;34,844;..;..;..;..;..;1,424;..;..;..;..;..;..;..;..;973;..;..;..;..;..;..;..;..;..;..;1,694;..;..;..;1,874;..;..;..;..;..;..;..;..;..;..;1,334;..;..;1,162;..;..;..;..;..;..;..;..;..;..;..;1,574;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,785;..;..;..;..;..;..;..;..;..;..;..;4,051;..;..;..;..;..;..;..;2,024;..;..;..;..;..;..;..;..;2,549;..;..;..;..;..;..;..;1,199;..;1,806;..;..;..;..;..;..;..;..;..;..;..
2015;2015049;Sudan;623,878;..;21,805;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13,489;74,514;..;..;1,111;..;..;..;..;..;..;..;..;..;..;..;..;..;..;800;..;..;..;..;..;13,423;..;..;159,748;..;60,734;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,277;..;..;..;..;..;..;..;..;..;..;..;2,575;..;..;..;..;..;..;..;..;1,557;..;..;..;..;..;..;..;678;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14,828;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;130;..;255,959;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,250;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015050;Tunisia;56,701;3,369;7,617;..;..;10,443;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;718;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;648;..;..;..;..;..;..;..;..;..;..;..;..;1,140;..;..;..;..;..;..;..;..;..;8,638;..;..;..;..;..;1,453;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;638;..;..;..;2,209;..;..;..;..;..;..;..;..;..;..;..;..;..;9,147;..;..;..;..;..;..;..;999;..;..;..;530;..;..;..;..;..;..;..;..;5,803;..;..;..;..;..;..;..;..;..;..;544;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;411;..;..;..;..;..;..;..;..;..;..;..;..;..;553;..;..;..;..;..;1,232;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;609;..;..;..;..;..;..;..;..;..;..;..
2015;2015051;Western Sahara;5,179;88;124;..;..;78;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;268;..;..;..;..;..;..;..;..;..;..;..;..;..;..;954;1,007;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;373;..;..;..;542;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,745;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015052;Southern Africa;4,112,793;824,940;300,394;187;254;1,155;..;..;100,872;..;442;3,748;58;..;12,259;8,993;..;46;301;3,984;45;374;12,586;..;449;92;..;254;316;66,162;5,085;34;34;6,168;67;10,819;..;..;3,967;9,502;..;..;185;..;..;1,071;43,864;2,520;..;926;303;31,854;..;..;1,832;1,561;3,037;..;7,673;3,183;310;54,161;4,448;..;..;..;..;7,377;..;..;893;225;5,076;..;..;70;1,084;12,331;..;..;487;80;..;98,416;10,637;83;14,100;..;..;..;..;140;170;45;87;..;..;..;..;49;48,116;1,986;1,126;256;19,672;..;7,078;37,819;302;2,838;87;..;27,428;..;140;56;49;655;1,488;299,101;1,218;287;..;626;80;1,309;101,731;1,419;87;165;531;..;..;..;15,259;..;445;..;40;..;..;..;1,694;650,396;336;166,407;34;198;32,623;..;4,956;169;30;27,509;30;40;2,235;49;16,701;..;91;91;185;316;2,572;15,547;43,416;..;..;2,632;..;522;2,553;5,732;7,854;351;40;..;..;..;..;..;..;966;4,337;6,053;1,357;926;1,419;..;657;..;..;29,342;60,409;..;2,600;3,464;151;4,923;..;83,517;970;3,472;182;..;187;1,435;..;..;..;..;40;178;1,796;..;..;..;9,864;6,188;280;126,908;19,051;18,417;..;178;..;..;469;251;..;..;127;102,819;381,292
2015;2015053;Botswana;160,644;2,215;17,319;..;..;..;..;..;3,550;..;..;..;..;..;448;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;417;..;..;..;..;..;..;4,230;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,391;395;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,286;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,519;..;..;..;716;..;..;624;..;..;..;..;715;..;..;..;..;..;..;3,258;..;..;..;..;..;640;4,596;..;..;..;..;..;..;..;1,881;..;..;..;..;..;..;..;..;1,185;..;1,845;..;..;728;..;..;..;..;744;..;..;448;..;700;..;..;..;..;..;..;..;531;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;266;..;..;..;..;..;..;..;37,265;..;..;1,925;..;..;..;696;500;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,645;..;..;8,264;2,967;1,277;..;..;..;..;..;..;..;..;..;12,833;31,625
2015;2015054;Lesotho;6,572;1,608;1,032;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;108;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;121;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;89;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;228;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23;..;4;..;..;..;..;..;..;..;..;..;..;..;..;228;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,610;..;..;..;..;..;..;36;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;137;..;..;..;85;89;..;..;..;..;..;..;..;..;..;69;69
2015;2015055;Namibia;96,888;423;1,747;40;..;457;..;..;35,065;..;442;46;58;..;506;575;..;46;45;29;..;..;173;..;147;..;..;..;..;622;504;..;..;27;67;367;..;..;111;177;..;..;..;..;..;29;2,937;..;..;..;..;1,056;..;..;27;..;642;..;..;71;94;3,011;106;..;..;..;..;164;..;..;..;..;199;..;..;..;74;506;..;..;..;80;..;8,574;135;..;..;..;..;..;..;..;49;..;..;..;..;..;..;..;636;84;27;..;56;..;102;779;..;106;..;..;1,049;..;..;..;..;..;43;118;..;33;..;..;40;..;348;..;..;..;..;..;..;..;100;..;..;..;..;..;..;..;..;128;..;..;..;..;488;..;46;..;..;928;..;..;49;..;156;..;..;..;..;..;232;158;408;..;..;33;..;..;27;429;338;..;..;..;..;..;..;..;..;..;27;..;52;153;..;..;..;..;..;87;8,023;..;325;..;..;187;..;184;94;404;..;..;..;69;..;..;..;..;..;..;33;..;..;..;454;242;..;1,625;1,038;992;..;..;..;..;..;..;..;..;..;2,860;13,670
2015;2015056;South Africa;3,816,696;820,089;273,363;147;254;698;..;..;62,135;..;..;3,702;..;..;11,250;8,418;..;..;256;3,955;45;374;12,413;..;302;92;..;254;316;65,391;4,581;34;34;6,141;..;10,233;..;..;3,856;8,889;..;..;185;..;..;1,042;36,576;2,520;..;926;303;30,726;..;..;1,805;1,561;2,395;..;7,673;3,112;216;47,597;3,947;..;..;..;..;7,213;..;..;893;225;4,847;..;..;70;1,010;11,825;..;..;487;..;..;88,556;10,413;83;14,100;..;..;..;..;140;121;45;87;..;..;..;..;49;37,733;1,902;1,099;256;18,900;..;6,976;36,416;302;2,732;87;..;25,664;..;140;56;49;655;1,445;295,504;1,172;254;..;626;40;669;96,751;1,419;87;165;531;..;..;..;13,278;..;445;..;40;..;..;..;1,694;638,667;336;164,558;34;198;31,407;..;4,885;169;30;25,837;30;40;1,738;49;15,617;..;91;91;185;316;2,340;15,389;42,477;..;..;2,599;..;522;2,526;5,303;7,377;351;40;..;..;..;..;..;..;966;4,310;6,053;1,039;773;1,419;..;657;..;..;29,166;..;..;2,275;1,539;151;4,736;..;82,601;376;3,068;182;..;187;1,366;..;..;..;..;40;178;1,763;..;..;..;7,573;5,946;280;117,019;14,961;15,803;..;178;..;..;469;251;..;..;127;87,057;335,928
2015;2015057;Swaziland;31,993;605;6,933;..;..;..;..;..;122;..;..;..;..;..;55;..;..;..;..;..;..;..;..;..;..;..;..;..;..;41;..;..;..;..;..;219;..;..;..;19;..;..;..;..;..;..;..;..;..;..;..;72;..;..;..;..;..;..;..;..;..;162;..;..;..;..;..;..;..;..;..;..;30;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;221;46;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,393;..;..;..;..;..;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;139;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;89;12,511;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;55;..;..;..;..;256;..;..;..;..;..;..;..;..;..;..;..
2015;2015058;Western Africa;6,610,620;165,615;456,347;3;11;17,506;..;6;1,002;..;4,452;182;9;..;42;1;5;13;3;1;11;..;175;2;524,876;..;3;5;2;50;1,098;..;..;3;1,419,721;39;919;9;34,092;563;..;..;2,497;31,798;..;11;1,932;..;..;2,623;761;32,261;..;118;661,448;19;1,871;..;..;..;1,234;848;66;18;13;2;2;290;4;10,802;23;..;42;..;..;3;6;35,060;..;..;34,317;17,978;..;1,472;386,464;..;..;..;..;..;..;..;315,769;52,586;..;25;..;298;..;..;2,076;..;..;112;..;..;56;828;..;167;2;..;2,014;3;31;..;..;23;5,324;32;146,359;4,004;4;..;4;10;17;1;..;872,165;..;6;..;82,134;15;..;3;3;..;..;..;..;4,656;45;2;3;18;25;323;..;2;5;328,604;282,780;..;..;2;..;84;9;..;16;..;3;30;47;1,996;..;..;505;3;..;5;1,642;1,073;..;..;..;..;30;28;..;1,786;1,713;182,613;2;3;57,052;..;..;..;28;12;6;1,576;3;1,479;22;161;561;..;5;261;207;239;1;..;51;8;368,130;..;972;..;781;35;..;..;1;1;31;68;2,620;10;5,337;71;1;1;..;..;5;..;28,007;..;..;4
2015;2015059;Benin;245,399;2,456;34,850;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,948;..;..;..;..;..;..;..;..;699;..;..;..;..;..;..;..;1,910;..;..;13,742;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,797;..;..;..;..;..;..;10,211;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,290;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;75,775;44,603;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;48,118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015060;Burkina Faso;704,676;12,983;33,351;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,178;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;540,779;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32,217;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;43,815;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12,757;5,170;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,033;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15,393;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015061;Cabo Verde;14,924;202;1,306;..;..;..;..;..;370;..;..;4;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;286;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23;..;..;..;..;..;..;..;7;..;85;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;201;..;..;8;5;..;67;42;..;..;..;..;..;..;..;413;5,015;..;..;..;..;..;..;..;..;..;..;..;..;..;407;..;1;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4;..;..;..;..;7;..;..;..;..;..;..;3;..;..;..;..;..;..;26;..;..;..;..;37;..;..;..;..;670;..;..;..;..;..;..;..;..;..;3;..;..;1,159;..;..;..;..;..;..;698;..;..;..;..;..;..;..;..;1,712;..;1,478;..;..;15;..;..;..;..;..;..;..;..;143;..;..;..;..;..;..;13;..;..;..;..;8;..;..;..;..;..;..;..;..;..;..;22;..;52;..;351;71;..;..;..;..;..;..;..;..;..;..
2015;2015062;Cªte d'Ivoire;2,175,399;38,682;41,142;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54,068;..;..;..;..;..;..;..;..;..;1,294,323;..;292;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;44;..;..;42,749;..;..;..;..;..;..;..;94,980;329;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;82,428;3,665;..;..;..;..;..;..;..;356,019;..;..;..;7,997;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;49,783;38,917;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18,994;..;..;659;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;50,328;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
